Canal,Dispositivo,Descricao,Temp_Range,Simplex_Range,Media,Atual_Simplex,Atual_Perc,Pico_Simplex,Pico_Perc,Status,Tipo,Atual_Temp,Pico_Temp
M3,179,N1-L3-179-DF-ESCRITO AREA HOSPITAL-TE,,135,67,67,0%,74,8%,NOR,DF,,
M3,180,N1-L03-180-DF-ESCRITO AREA HOSPITA-TE,,132,64,64,0%,71,8%,NOR,DF,,
M3,182,N1-L3-182-DF-CIRCULACAO HOSPITALAR-TE,,139,71,71,0%,86,20%,NOR,DF,,
M3,183,N1-L3-183-DF-CIRCULACAO HOSPITALAR-TE,,125,57,58,0%,109,72%,NOR,DF,,
M3,184,N1-L3-184-DF-CIRCULACAO HOSPITALAR-TE,,136,68,68,0%,74,4%,NOR,DF,,
M3,185,N1-L03-185-DF-ESCRITO AREA HOSPITA-TE,,120,52,52,0%,54,0%,NOR,DF,,
M3,186,N1-L03-186-DF-ESCRITO AREA HOSPITA-TE,,135,67,65,0%,67,0%,NOR,DF,,
M3,187,N1-L03-187-DF-DORMITORIO 01-TE-PE,,125,57,57,0%,60,4%,NOR,DF,,
M3,188,N1-L03-188-DF-DORMITORIO 01-TE-PE,,127,59,59,0%,59,0%,NOR,DF,,
M3,189,N1-L03-189-DF-CIRCULACAO 01-TE-PE,,145,77,78,0%,82,4%,NOR,DF,,
M3,200,N1-L03-200-DF-ENFERMARIA WC PNE-TE-PE,57,187,,74,,75,,NOR,DT,23,24
M3,201,N1-L03-201-DF-ENFERMARIA WC PNE-TE-PE,57,187,,71,,80,,NOR,DT,22,26
M3,202,N1-L3-202-DF-DORMITORIO 2 HOSPITAL-TE,,132,64,64,0%,71,8%,NOR,DF,,
M3,207,N1-L03-207-DF-X-TE-PE,,120,52,54,0%,80,36%,NOR,DF,,
M3,208,N1-L03-208-DF-X-TE-PE,,150,82,82,0%,101,24%,NOR,DF,,
M3,247,N1-L03-247-DF-DORMITORIO 2 MED 01-TE-,,137,69,69,0%,72,100%,NOR,DF,,
M3,249,N1-L03-249-DF-ROUPARIA-TE-PE,,139,71,72,0%,72,0%,NOR,DF,,
M3,250,N1-L03-250-DF-ATENDIMEN HOSPITALAR-TE,,120,52,53,0%,54,0%,NOR,DF,,
M4,1,N1-L04-001-DF-HALL ELEVADOR-1P-PE,,136,68,68,0%,72,4%,NOR,DF,,
M4,3,N1-L04-003-DF-CORREDOR ATRAS BOBS-1P-,,145,77,79,0%,83,8%,NOR,DF,,
M4,6,N1-L04-006-DF-CIRCULACAO -1P-PE,,167,99,99,0%,103,4%,NOR,DF,,
M4,7,N1-L04-007-DF-CIRCULACAO ESCADA-1P-PE,,164,96,97,0%,98,0%,NOR,DF,,
M4,9,N1-L04-009-DF-LADO LOJA 104-1P-PE,,141,73,73,0%,92,24%,NOR,DF,,
M4,12,N1-L04-012-DF-CIRCULACAO DESCANSO-1P-,,141,73,73,0%,73,0%,NOR,DF,,
M4,13,N1-L04-013-DF-CIRCULACAO DESCANSO-1P-,,144,76,77,0%,77,0%,NOR,DF,,
M4,14,N1-L04-014-DF-CIRCULACAO DESCANSO-1P-,,155,87,87,0%,87,0%,NOR,DF,,
M4,16,N1-L04-016-DF-FRENTE LOJA 102-1P-PE,,151,83,83,0%,87,4%,NOR,DF,,
M4,19,N1-L04-019-DF-FRENTE LOJA 103-1P-PE,,153,85,85,0%,85,0%,NOR,DF,,
M4,20,N1-L04-020-DF-CIRCULACAO DESCANSO-1P-,,139,71,71,0%,72,0%,NOR,DF,,
M4,21,N1-L04-021-DF-FRENTE LOJA 105-1P-PE,,141,73,74,0%,80,8%,NOR,DF,,
M4,23,N1-L04-023-DF-FRENTE LOJA 103-1P-PE,,150,82,83,0%,83,0%,NOR,DF,,
M4,27,N1-L04-027-DF-FRENTE LOJA 104D-1P-PE,,143,75,75,0%,76,0%,NOR,DF,,
M4,28,N1-L04-028-DF-FRENTE LOJA 104D-1P-PE,,140,72,72,0%,96,32%,NOR,DF,,
M4,29,N1-L04-029-DF-FRENTE LOJA 104D-1P-PE,,144,76,76,0%,91,20%,NOR,DF,,
M4,30,N1-L04-030-DF-FRENTE LOJA 104D-1P-PE,,136,68,69,0%,69,0%,NOR,DF,,
M4,32,N1-L04-032-DF-CIRCULACAO 106-1P-PE,,154,86,86,0%,87,0%,NOR,DF,,
M4,33,N1-L04-033-DF-CIRCULACAO 106-1P-PE,,154,86,87,0%,96,12%,NOR,DF,,
M4,35,N1-L04-035-DF-CORREDOR SERVICO-1P-PE,,135,67,68,0%,110,60%,NOR,DF,,
M4,36,N1-L04-036-DF-CORREDOR SERVICO-1P-PE,,173,105,106,0%,108,4%,NOR,DF,,
M4,37,N1-L04-037-DF-CIRCULACAO 106-1P-PE,,145,77,77,0%,97,24%,NOR,DF,,
M4,38,N1-L04-038-DF-CIRCULACAO 106-1P-PE,,151,83,83,0%,84,0%,NOR,DF,,
M4,39,N1-L04-039-DF-CIRCULACAO 106-1P-PE,,155,87,88,0%,102,20%,NOR,DF,,
M4,40,N1-L04-040-DF-CIRCULACAO 106-1P-PE,,152,84,82,0%,87,4%,NOR,DF,,
M4,41,N1-L04-041-DF-CORREDOR SERVICO-1P-PE,,125,57,58,0%,59,0%,NOR,DF,,
M4,42,N1-L04-042-DF-CIRCULACAO 106-1P-PE,,141,73,74,0%,74,0%,NOR,DF,,
M4,43,N1-L04-043-DF-CIRCULACAO 106-1P-PE,,139,71,71,0%,73,0%,NOR,DF,,
M4,45,N1-L04-045-DF-SALA SPRINKLERS 101-1P-,,123,55,55,0%,55,0%,NOR,DF,,
M4,46,N1-L04-46-DF-ENTRADA VESTI LCK-101-1P,,146,78,77,0%,84,0%,NOR,DF,,
M4,47,N1-L04-047-DF-ENTRADA VESTI LCK-101-1,,124,56,56,0%,56,0%,NOR,DF,,
M4,48,N1-L04-048-DF-CIRCULACAO 103-1P-PE,,139,71,79,8%,90,28%,NOR,DF,,
M4,50,N1-L04-050-DF-CASA MAQUINA TAR 101-1P,,149,81,81,0%,83,4%,NOR,DF,,
M4,51,N1-L04-051-DF-SALA TECNICA EL 101-1P-,,128,60,61,0%,61,0%,NOR,DF,,
M4,53,N1-L04-053-DF-COPA 101-1P-PE,,125,57,57,0%,60,4%,NOR,DF,,
M4,54,N1-L04-054-DF-SALA TECNICA  TP1-1P-PE,,156,88,89,0%,89,0%,NOR,DF,,
M4,55,N1-L04-055-DF-SALA TECNICA  TP1-1P-PE,,131,63,63,0%,64,0%,NOR,DF,,
M4,57,N1-L04-057-DF-VESTIARIO LCK-101-1P-PE,,134,66,66,0%,67,4%,NOR,DF,,
M4,58,N1-L04-058-DF-VESTIARIO LCK-101-1P-PE,,131,63,64,0%,80,24%,NOR,DF,,
M4,59,N1-L04-059-DF-VESTIARIO LCK-101-1P-PE,,138,70,70,0%,74,4%,NOR,DF,,
M4,60,N1-L04-060-DF-VESTIARIO LCK-101-1P-PE,,129,61,61,0%,61,0%,NOR,DF,,
M4,61,N1-L04-61-DF-WC 105-1P-PE,,128,60,61,0%,66,4%,NOR,DF,,
M4,62,N1-L04-062-DF-WC-1P-PE,,131,63,63,0%,63,0%,NOR,DF,,
M4,63,N1-L04-063-DF-VESTIARIO LCK-101-1P-PE,,119,51,52,0%,54,100%,NOR,DF,,
M4,64,N1-L04-064-DF-CIRCULACAO CIR 103-1P-P,,128,60,61,0%,65,4%,NOR,DF,,
M4,66,N1-L04-066-DF-LADO LOJA FLS 103-1P-PE,,137,69,69,0%,70,0%,NOR,DF,,
M4,70,N1-L04-070-DF-ATRAS LOJA OPACA-1P-PE,,141,73,73,0%,89,20%,NOR,DF,,
M4,71,N1-L04-071-DF-WC FEM -1P-PE,,143,75,75,0%,79,4%,NOR,DF,,
M4,72,N1-L04-072-DF-WC FEM -1P-PE,,149,81,83,0%,83,0%,NOR,DF,,
M4,73,N1-L04-073-DF-WC MAS -1P-PE,,138,70,72,0%,79,12%,NOR,DF,,
M4,74,N1-L04-074-DF-WC MAS -1P-PE,,134,66,67,0%,0,0%,NOR,DF,,
M4,75,N1-L04-075-DF-WC MAS-1P-PE,,153,85,86,0%,119,44%,NOR,DF,,
M4,76,N1-L04-076-DF-WC FEM -1P-PE,,133,65,67,0%,0,0%,NOR,DF,,
M4,77,N1-L04-077-DF-WC MAS-1P-PE,,138,70,71,0%,0,0%,NOR,DF,,
M4,78,N1-L04-078-DF-ATRAS LOJA OPACA-1P-PE,,139,71,72,0%,87,20%,NOR,DF,,
M4,79,N1-L04-079-DF-WC FEM-1P-PE,,144,76,76,0%,91,20%,NOR,DF,,
M4,80,N1-L04-080-DF-AREA DOS RESTAURANTE-1P,,139,71,70,0%,70,0%,NOR,DF,,
M4,81,N1-L04-081-DF-AREA DOS RESTAURANTE-1P,,148,80,80,0%,96,20%,NOR,DF,,
M4,84,N1-L04-084-DF-AREA DOS RESTAURANTE-1P,,145,77,79,0%,0,0%,NOR,DF,,
M4,85,N1-L04-085-DF-AREA DOS RESTAURANTE-1P,,149,81,81,0%,85,4%,NOR,DF,,
M4,88,N1-L04-088-DF-CIRCULACAO 104-1P-PE,,140,72,72,0%,72,0%,NOR,DF,,
M4,89,N1-L04-089-DF-CIRCULACAO SAIDA RUA-1P,,149,81,81,0%,81,0%,NOR,DF,,
M4,90,N1-L04-090-DF-CIRCULACAO 104-1P-PE,,142,74,74,0%,85,12%,NOR,DF,,
M4,91,N1-L04-091-DF-FRENTE ELEVADOR-1P-PE,,145,77,77,0%,77,0%,NOR,DF,,
M4,94,N1-L04-094-DF-FRENTE ELEVADOR-1P-PE,,133,65,65,0%,65,0%,NOR,DF,,
M4,95,N1-L04-095-DF-FRENTE ESCADA ROLANT-1P,,146,78,79,0%,79,0%,NOR,DF,,
M4,100,N1-L04-100-DF-AREA DOS RESTAURANTE-1P,,143,75,76,0%,76,0%,NOR,DF,,
M4,101,N1-L04-101-DF-AREA DOS RESTAURANTE-1P,,133,65,65,0%,79,16%,NOR,DF,,
M4,102,N1-L04-102-DF-AREA DOS RESTAURANTE-1P,,135,67,66,0%,0,0%,NOR,DF,,
M4,104,N1-L04-104-DF-AREA DOS RESTAURANTE-1P,,130,62,63,0%,0,0%,NOR,DF,,
M4,106,N1-L04-106-DF-AREA DOS RESTAURANTE-1P,,119,51,51,0%,67,24%,NOR,DF,,
M4,107,N1-L04-107-DF-AREA DOS RESTAURANTE-1P,,130,62,62,0%,88,8%,NOR,DF,,
M4,108,N1-L04-108-DF-AREA DOS RESTAURANTE-1P,,147,79,79,0%,88,12%,NOR,DF,,
M4,109,N1-L04-109-DF-AREA DOS RESTAURANTE-1P,,155,87,87,0%,255,0%,NOR,DF,,
M4,110,N1-L04-110-DF-AREA DOS RESTAURANTE-1P,,149,81,82,0%,82,0%,NOR,DF,,
M4,112,N1-L04-112-DF-AREA DOS RESTAURANTE-1P,,145,77,77,0%,83,4%,NOR,DF,,
M4,113,N1-L04-113-DF-AREA DOS RESTAURANTE-1P,,144,76,76,0%,80,4%,NOR,DF,,
M4,115,N1-L04-115-DF-AREA DOS RESTAURANTE-1P,,131,63,63,0%,64,0%,NOR,DF,,
M4,124,N1-L04-124-DF-FRENTE LOJA 103-8 -1P-P,,133,65,65,0%,92,36%,NOR,DF,,
M4,126,N1-L04-126-DF-BALCOES CHECK-IN 01-1P-,,137,69,69,0%,69,0%,NOR,DF,,
M4,127,N1-L04-127-DF-BALCOES CHECK-IN 01-1P-,,133,65,64,0%,67,0%,NOR,DF,,
M4,128,N1-L04-128-DF-BALCOES CHECK-IN 01-1P-,,137,69,69,0%,71,0%,NOR,DF,,
M4,129,N1-L04-129-DF-BALCOES CHECK-IN 01-1P-,,124,56,56,0%,58,8%,NOR,DF,,
M4,130,N1-L04-130-DF-BALCOES CHECK-IN 01-1P-,,124,56,56,0%,57,4%,NOR,DF,,
M4,131,N1-L04-131-DF-BALCOES CHECK-IN 01-1P-,,121,53,53,0%,53,0%,NOR,DF,,
M4,132,N1-L04-132-DF-BALCOES CHECK-IN 01-1P-,,126,58,59,0%,59,0%,NOR,DF,,
M4,133,N1-L04-133-DF-FINAL CHECK-IN 01-1P-PE,,134,66,66,0%,70,0%,NOR,DF,,
M4,134,N1-L04-134-DF-ESTEIRAS CHECK-IN 01-1P,,135,67,67,0%,68,4%,NOR,DF,,
M4,135,N1-L04-135-DF-ESTEIRAS CHECK-IN 01-1P,,140,72,71,0%,75,4%,NOR,DF,,
M4,136,N1-L04-136-DF-ESTEIRAS CHECK-IN 01-1P,,133,65,65,0%,67,0%,NOR,DF,,
M4,137,N1-L04-137-DF-ESTEIRAS CHECK-IN 01-1P,,126,58,59,0%,59,0%,NOR,DF,,
M4,138,N1-L04-138-DF-ESTEIRAS CHECK-IN 01-1P,,125,57,57,0%,59,0%,NOR,DF,,
M4,139,N1-L04-139-DF-ESTEIRAS CHECK-IN 01-1P,,154,86,87,0%,87,0%,NOR,DF,,
M4,140,N1-L04-140-DF-FRENTE LOJA 103-8 -1P-P,,128,60,60,0%,62,0%,NOR,DF,,
M4,141,N1-L04-141-DF-FRENTE LOJA 103-8 -1P-P,,135,67,67,0%,69,0%,NOR,DF,,
M4,143,N1-L04-143-DF-CORREDOR SERVICO-1P-PE,,143,75,76,0%,80,4%,NOR,DF,,
M4,144,N1-L04-144-DF-CIRCULACAO 106-1P-PE,,154,86,88,0%,100,20%,NOR,DF,,
M4,145,N1-L04-145-DF-CIRCULACAO 106-1P-PE,,148,80,81,0%,85,4%,NOR,DF,,
M4,147,N1-L04-147-DF-WC-1P-PE,,143,75,76,0%,78,8%,NOR,DF,,
M4,148,N1-L04-148-DF-COPA 101-1P-PE,,121,53,53,0%,54,72%,NOR,DF,,
M4,149,N1-L04-149-DF-WC FEM -1P-PE,,149,81,83,0%,87,8%,NOR,DF,,
M4,150,N1-L04-150-DF-WC FEM -1P-PE,,139,71,72,0%,0,0%,NOR,DF,,
M4,151,N1-L04-151-DF-WC FRALDARIO -1P-PE,,146,78,78,0%,0,0%,NOR,DF,,
M4,152,N1-L04-152-DF-WC MAS PNE -1P-PE,,150,82,82,0%,0,0%,NOR,DF,,
M4,153,N1-L04-153-DF-ACESSO WC -1P-PE,,123,55,55,0%,84,40%,NOR,DF,,
M4,154,N1-L04-154-DF-DML -1P-PE,,129,61,61,0%,61,0%,NOR,DF,,
M4,155,N1-L04-155-DF- CORREDOR ACESSO WC -1P,,137,69,70,0%,75,8%,NOR,DF,,
M4,157,N1-L04-157-DF-SALA TECNICA EL 101-1P-,,134,66,66,0%,67,0%,NOR,DF,,
M4,158,N1-L04-158-DF-SALA SPRINKLERS 101-1P-,,140,72,72,0%,72,0%,NOR,DF,,
M4,161,N1-L04-161-DF-WC 105-1P-PE,,132,64,63,0%,71,4%,NOR,DF,,
M4,186,N1-L04-186-DF-VESTIARIO PNE-1P-PE,,124,56,56,0%,57,0%,NOR,DF,,
M4,250,N1-L04-250-DF-CIRCULACAO CIR 103-1P-P,,126,58,58,0%,58,0%,NOR,DF,,
M5,2,N1-L05-002-DF-FRENTE LOJA RLS 105-1P-,,132,64,64,0%,66,0%,NOR,DF,,
M5,4,N1-L05-004-DF-CORREDOR CIRC 107-1P-PE,,134,66,66,0%,66,0%,NOR,DF,,
M5,5,N1-L05-005-DF-CORREDOR CIRC 107-1P-PE,,138,70,72,0%,72,0%,NOR,DF,,
M5,6,N1-L05-006-DF-CORREDOR CIRC 107-1P-PE,,137,69,72,4%,72,0%,NOR,DF,,
M5,7,N1-L05-007-DF-DEPOSITO STO102-1P-PE,,147,79,80,0%,0,0%,NOR,DF,,
M5,8,N1-L05-008-DF-DEPOSITO STO103-1P-PE,,143,75,76,0%,0,0%,NOR,DF,,
M5,9,N1-L05-009-DF-DEPOSITO STO104-1P-PE,,141,73,73,0%,73,4%,NOR,DF,,
M5,10,N1-L05-010-DF-DEPOSITO STO105-1P-PE,,128,60,60,0%,138,100%,NOR,DF,,
M5,11,N1-L05-011-DF-DEPOSITO STO106-1P-PE,,137,69,68,0%,72,0%,NOR,DF,,
M5,12,N1-L05-012-DF-DESCIDA ESTEIRA BAG-1P-,,124,56,56,0%,57,0%,NOR,DF,,
M5,13,N1-L05-013-DF-DEPOSITO STO105-1P-PE,,132,64,65,0%,0,0%,NOR,DF,,
M5,14,N1-L05-014-DF-WC MASCULINO108 -1P-PE,,128,60,62,0%,62,0%,NOR,DF,,
M5,15,N1-L05-015-DF-WC FEMININO 108-1P-PE,,127,59,60,0%,61,0%,NOR,DF,,
M5,16,N1-L05-016-DF-SALA TECNICA TP2-1P-PE,,139,71,71,0%,74,0%,NOR,DF,,
M5,17,N1-L05-017-DF-SALA TECNICA TP2-1P-PE,,136,68,68,0%,70,0%,NOR,DF,,
M5,18,N1-L05-018-DF-ENTRADA WC 108 -1P-PE,,131,63,63,0%,64,0%,NOR,DF,,
M5,19,N1-L05-019-DF-WC MASCULINO108  -1P-PE,,132,64,63,0%,63,0%,NOR,DF,,
M5,20,N1-L05-020-DF-WC108  PNE-1P-PE,,143,75,75,0%,0,0%,NOR,DF,,
M5,21,N1-L05-021-DF-WC 108 PNE-1P-PE,,135,67,68,0%,0,0%,NOR,DF,,
M5,22,N1-L05-022-DF-WC 108 SL MATERIAIS-1P-,,185,117,117,0%,118,4%,NOR,DF,,
M5,25,N1-L05-025-DF-FRENTE LOJA RLS 102-1P-,,142,74,75,0%,76,4%,NOR,DF,,
M5,26,N1-L05-026-DF-FRENTE LOJA RLS 102-1P-,,134,66,64,0%,68,0%,NOR,DF,,
M5,27,N1-L05-027-DF-FRENTE LOJA RLS 104A-1P,,133,65,67,0%,67,0%,NOR,DF,,
M5,28,N1-L05-028-DF-FRENTE LOJA RLS 104A-1P,,126,58,59,0%,60,4%,NOR,DF,,
M5,29,N1-L05-029-DF-FRENTE LOJA RLS 104-1P-,,139,71,74,4%,75,4%,NOR,DF,,
M5,30,N1-L05-030-DF-FRENTE LOJA RLS 104-1P-,,123,55,57,0%,58,0%,NOR,DF,,
M5,31,N1-L05-031-DF-FRENTE LOJA RLS 106-1P-,,135,67,69,0%,70,4%,NOR,DF,,
M5,32,N1-L05-032-DF-FRENTE LOJA RLS 103-1P-,,129,61,61,0%,64,0%,NOR,DF,,
M5,33,N1-L05-033-DF-SALA TECNICA-1P-PE,,144,76,76,0%,78,0%,NOR,DF,,
M5,34,N1-L05-034-DF-SALA VAZIA-1P-PE,,154,86,86,0%,87,0%,NOR,DF,,
M5,35,N1-L05-035-DF-FRENTE LOJA RLS 106-1P-,,140,72,72,0%,73,4%,NOR,DF,,
M5,36,N1-L05-036-DF-FRENTE LOJA RLS 106-1P-,,142,74,75,0%,75,4%,NOR,DF,,
M5,37,N1-L05-037-DF-LOJA JET SMART-1P-PE,,146,78,79,0%,79,0%,NOR,DF,,
M5,38,N1-L05-038-DF-SALA VAZIA-1P-PE,,143,75,75,0%,75,0%,NOR,DF,,
M5,39,N1-L05-039-DF-LOJA DA AZUL-1P-PE,,129,61,61,0%,61,0%,NOR,DF,,
M5,40,N1-L05-040-DF-LOJA DA AZUL-1P-PE,,142,74,72,0%,77,4%,NOR,DF,,
M5,41,N1-L05-041-DF-LOJA DA TAP-1P-PE,,146,78,78,0%,79,0%,NOR,DF,,
M5,42,N1-L05-042-DF-LOJA AIR EUROPA-1P-PE,,143,75,76,0%,83,8%,NOR,DF,,
M5,43,N1-L05-043-DF-AEROLINEAS ARGENTINA-1P,,140,72,72,0%,74,0%,NOR,DF,,
M5,44,N1-L05-044-DF-DEPOSITO STO106-1P-PE,,144,76,76,0%,0,0%,NOR,DF,,
M5,45,N1-L05-045-DF-LOJA VAZIA-1P-PE,,138,70,70,0%,70,0%,NOR,DF,,
M5,48,N1-L05-048-DF-ENTRAD COMPANHIA AERE-1,,125,57,59,0%,59,0%,NOR,DF,,
M5,49,N1-L05-049-DF-ENTRAD COMPANHIA AERE-1,,126,58,58,0%,108,68%,NOR,DF,,
M5,50,N1-L05-050-DF-ENTRAD COMPANHIA AERE-1,,141,73,74,0%,75,0%,NOR,DF,,
M5,51,N1-L05-051-DF-ENTRAD COMPANHIA AERE-1,,136,68,68,0%,112,60%,NOR,DF,,
M5,52,N1-L05-052-DF-SALA VAZIA-1P-PE,,147,79,79,0%,80,0%,NOR,DF,,
M5,53,N1-L05-053-DF-WC 109 MASCULINO -1P-PE,,149,81,81,0%,105,32%,NOR,DF,,
M5,55,N1-L05-055-DF-WC 109 MASCULINO -1P-PE,,146,78,78,0%,101,32%,NOR,DF,,
M5,56,N1-L05-056-DF-WC 109 FEMININO -1P-PE,,127,59,60,0%,60,4%,NOR,DF,,
M5,57,N1-L05-057-DF-ENTRADA WC 109  -1P-PE,,132,64,63,0%,81,24%,NOR,DF,,
M5,58,N1-L05-058-DF-ENTRADA WC 109  -1P-PE,,136,68,68,0%,255,100%,NOR,DF,,
M5,59,N1-L05-059-DF-WC FEMININO 108-1P-PE,,144,76,77,0%,81,4%,NOR,DF,,
M5,63,N1-L05-063-DF-LOJA DA TAM -1P-PE,,140,72,72,0%,0,0%,NOR,DF,,
M5,64,N1-L05-064-DF-LOJA VAZIA-1P-PE,,127,59,62,4%,62,4%,NOR,DF,,
M5,65,N1-L05-065-DF-LOJA VAZIA-1P-PE,,138,70,71,0%,0,0%,NOR,DF,,
M5,67,N1-L05-067-DF-LOJA DA GOL-1P-PE,,136,68,68,0%,0,0%,NOR,DF,,
M5,68,N1-L05-068-DF-FUNDOS LOJA GOL-1P-PE,,123,55,57,0%,57,0%,NOR,DF,,
M5,69,N1-L05-069-DF-FUNDOS LOJA GOL-1P-PE,,127,59,59,0%,0,0%,NOR,DF,,
M5,70,N1-L05-070-DF-FUNDOS LOJA VAZIA-1P-PE,,137,69,70,0%,0,0%,NOR,DF,,
M5,71,N1-L05-071-DF-WC 109 MASCULI PNE  -1P,,144,76,76,0%,133,84%,NOR,DF,,
M5,72,N1-L05-072-DF-FUNDOS DA LOJA TAM-1P-P,,124,56,56,0%,56,0%,NOR,DF,,
M5,73,N1-L05-073-DF-FUNDOS DA LOJA TAM-1P-P,,142,74,74,0%,0,0%,NOR,DF,,
M5,74,N1-L05-074-DF-WC 109 FEMININ PNE  -1P,,138,70,69,0%,80,12%,NOR,DF,,
M5,75,N1-L05-075-DF-WC PNE-1P-PE,,151,83,82,0%,120,48%,NOR,DF,,
M5,76,N1-L05-076-DF-WC-1P-PE,,122,54,55,0%,70,20%,NOR,DF,,
M5,77,N1-L05-077-DF-WC 109 FRALDARIO -1P-PE,,143,75,76,0%,76,0%,NOR,DF,,
M5,78,N1-L05-078-DF-WC-1P-PE,,131,63,63,0%,0,0%,NOR,DF,,
M5,80,N1-L05-080-DF-ENTRADA WC -1P-PE,,145,77,77,0%,82,4%,NOR,DF,,
M5,82,N1-L05-082-DF-WC-1P-PE,,148,80,79,0%,102,28%,NOR,DF,,
M5,83,N1-L05-083-DF-WC PNE-1P-PE,,128,60,60,0%,0,0%,NOR,DF,,
M5,84,N1-L05-084-DF-SALA TECNICA TP3-1P-PE,,133,65,65,0%,69,4%,NOR,DF,,
M5,85,N1-L05-085-DF-SALA TECNICA TP3-1P-PE,,134,66,66,0%,66,0%,NOR,DF,,
M5,86,N1-L05-086-DF-COPA -1P-PE,,0,0,0,0%,0,0%,NOR,DF,,
M5,87,N1-L05-087-DF-COPA -1P-PE,,130,62,62,0%,62,0%,NOR,DF,,
M5,88,N1-L05-088-DF-COPA-1P-PE,,119,51,52,0%,52,0%,NOR,DF,,
M5,89,N1-L05-089-DF-COPA-1P-PE,,135,67,67,0%,67,0%,NOR,DF,,
M5,91,N1-L05-091-DF-CORREDOR COMP AEREAS-1P,,141,73,74,0%,74,0%,NOR,DF,,
M5,92,N1-L05-092-DF-CORREDOR COMP AEREAS-1P,,128,60,62,0%,62,0%,NOR,DF,,
M5,93,N1-L05-093-DF-CORREDOR COMP AEREAS-1P,,140,72,72,0%,255,100%,NOR,DF,,
M5,94,N1-L05-094-DF-CORREDOR COMP AEREAS-1P,,122,54,54,0%,54,0%,NOR,DF,,
M5,95,N1-L05-095-DF-CORREDOR COMP AEREAS-1P,,149,81,82,0%,82,0%,NOR,DF,,
M5,96,N1-L05-096-DF-CORREDOR COMP AEREAS-1P,,129,61,62,0%,64,4%,NOR,DF,,
M5,97,N1-L05-097-DF-CORREDOR COMP AEREAS-1P,,138,70,70,0%,71,0%,NOR,DF,,
M5,98,N1-L05-098-DF-CORREDOR COMP AEREAS-1P,,135,67,71,4%,71,4%,NOR,DF,,
M5,99,N1-L05-099-DF-LOJA CABO VERDE-1P-PE,,138,70,71,0%,75,4%,NOR,DF,,
M5,100,N1-L05-100-DF-SALA LATAM-1P-PE,,131,63,63,0%,66,0%,NOR,DF,,
M5,101,N1-L05-101-DF-SALA LATAM-1P-PE,,148,80,80,0%,96,20%,NOR,DF,,
M5,102,N1-L05-102-DF-CPD COMP AEREAS-1P-PE,,124,56,56,0%,56,0%,NOR,DF,,
M5,103,N1-L05-103-DF-CPD COMP AEREAS-1P-PE,,138,70,70,0%,71,0%,NOR,DF,,
M5,104,N1-L05-104-DF-SALA SWISS PORT-1P-PE,,141,73,72,0%,75,0%,NOR,DF,,
M5,105,N1-L05-105-DF-SALA PASSAREDO-1P-PE,,140,72,72,0%,111,52%,NOR,DF,,
M5,106,N1-L05-106-DF-SALA PASSAREDO-1P-PE,,120,52,55,4%,55,4%,NOR,DF,,
M5,108,N1-L05-108-DF-SALA DNATA-1P-PE,,140,72,72,0%,255,100%,NOR,DF,,
M5,110,N1-L05-110-DF-SALA AIR EUROPA-1P-PE,,133,65,66,0%,66,0%,NOR,DF,,
M5,111,N1-L05-111-DF-SALA TAP-PORTUGAL-1P-PE,,131,63,61,0%,65,0%,NOR,DF,,
M5,112,N1-L05-112-DF-FRENTE SL DA TAP-POR-1P,,133,65,63,0%,65,0%,NOR,DF,,
M5,113,N1-L05-113-DF-FRENTE SL DA TAP-POR-1P,,144,76,76,0%,76,0%,NOR,DF,,
M5,114,N1-L05-114-DF-SL FRENTE DA TAP POR-1P,,159,91,91,0%,96,4%,NOR,DF,,
M5,115,N1-L05-115-DF-SL AEROLINEAS ARGENT-1P,,142,74,76,0%,77,4%,NOR,DF,,
M5,116,N1-L05-116-DF-SL AEROLINEAS ARGENT-1P,,138,70,68,0%,83,16%,NOR,DF,,
M5,117,N1-L05-117-DF-FUNDO CHECK IN 2-1P-PE,,134,66,66,0%,255,100%,NOR,DF,,
M5,118,N1-L05-118-DF-FUNDO CHECK IN 2-1P-PE,,145,77,75,0%,78,4%,NOR,DF,,
M5,120,N1-L05-120-DF-SALA TECNICA TP4-1P-PE,,135,67,67,0%,67,0%,NOR,DF,,
M5,121,N1-L05-121-DF-WC MASCULINO PNE -1P-PE,,138,70,69,0%,94,32%,NOR,DF,,
M5,122,N1-L05-122-DF-WC MASCULINO-1P-PE,,135,67,67,0%,91,32%,NOR,DF,,
M5,123,N1-L05-123-DF-WC FEMININO-1P-PE,,148,80,81,0%,110,40%,NOR,DF,,
M5,124,N1-L05-124-DF-ESTEIRAS CHECK-IN 02-1P,,138,70,71,0%,0,0%,NOR,DF,,
M5,126,N1-L05-126-DF-BALCOES CHECK-IN 02-1P-,,135,67,68,0%,0,0%,NOR,DF,,
M5,127,N1-L05-127-DF-BALCOES CHECK-IN 02-1P-,,132,64,64,0%,0,0%,NOR,DF,,
M5,128,N1-L05-128-DF-ESTEIRAS CHECK-IN 02-1P,,137,69,69,0%,73,4%,NOR,DF,,
M5,136,N1-L05-136-DF-SALA  AZUL-1P-PE,,153,85,85,0%,85,0%,NOR,DF,,
M5,137,N1-L05-137-DF-SALA  AZUL-1P-PE,,125,57,58,0%,62,4%,NOR,DF,,
